amount,amountUSD,asset,timestamp
28860623919305,28862245.59776302574795,USDT,1758758699
9648457444668549406900,28729008.28764638627202659194783,WETH,1766175035
12321295297553504859328,28693709.27598962658135445312,WETH,1746793043
28560931875909,28562536.71467110732671,USDT,1758760103
15000000000000000000000,28497255.19545,WETH,1746684239
15000000000000000000000,28497255.19545,WETH,1746684239
9617968252060206989499,28420176.32379697985358210036406485,WETH,1764175463
10590000000000000000000,28407780.9,WETH,1739240483
9000000000000000000000,28228050,WETH,1738147115
10236564125736147905949,28145221.16427499489771108537921275,WETH,1707939911
28000000000000,27997050.2,USDT,1764695051
12810156420279328053015,27888863.44102592231093842635,WETH,1741030547
5882960000000000000000,27826272.6333039736,wstETH,1761205679
10000000000000000000000,27692834,WETH,1738848071
12500000000000000000000,27615368.2155,WETH,1741474703
5500000000000000000000,27574391.00317,wstETH,1760362967
8000000000000000000000,27545680,WETH,1721313911
11000000000000000000000,27526409.39928,WETH,1730855651
10000000000000000000000,27334117,WETH,1738896599
14234695780586160000000,27322217.4282148813656,WETH,1688196035
10000000000000000000000,27209310.44,WETH,1748500307
11215712607501673000000,27166683.93667853221334145,WETH,1728642647
27000000000000,26994480.66,USDT,1763036447
26928000000000,26925307.2,USDC,1753966043
8000000000000000000000,26882128.45056,WETH,1712438711
8000000000000000000000,26706880,WETH,1712425859
26689765000000,26685494.37070235,USDC,1761238079
17000000000000000000000,26621751.10691,WETH,1744365707
10000000000000000000000,26277611.67,WETH,1729260755
10000000000000000000000,26255900,WETH,1739012135
8000000000000000000000,26018586.67048,WETH,1765490519
25869267541031,25870721.13517413053189,USDT,1758760763
8587127125754044126395,25568817.3760024108812703371401265,WETH,1766175035
8506264200329999004588,25316379.2393317844234506248696,WETH,1766246615
8650000000000000000000,25237672.5,WETH,1766503319
7500000000000000000000,25232325,WETH,1737087947
7500000000000000000000,25232325,WETH,1737087947
7500000000000000000000,25232325,WETH,1737087947
7500000000000000000000,25232325,WETH,1737087947
7500000000000000000000,25232325,WETH,1737087947
25000000000000,25000487.5,USDT,1765820639
25000000000000,24998262.25,PYUSD,1761608939
25000000000000,24997501,USDC,1748610431
25000000000000,24996553.25,USDC,1761609551
25000000000000,24992098.75,USDT,1765997339
25000000000000,24976177,USDT,1763709539
25000000000000,24976177,USDT,1763665475
25000000000000,24969014.25,USDT,1767040079
8000000000000000000000,24967228.80136,WETH,1765272119
8535000000000000000000,24902142.75,WETH,1766504735
8375000000000000000000,24800803.75,WETH,1766506955
8470000000000000000000,24712495.5,WETH,1766505527
13000000000000000000000,24697621.16939,WETH,1746684239
7001360000000000000000,24537225.5959662632,WETH,1735065131
8290000000000000000000,24417614.7,WETH,1766508059
11000000000000000000000,24301524.02964,WETH,1741474703
6708685127151093733408,24285015.34333391812155350909985056,WETH,1752836807
12841000000000000000000,24260398.32596644,WETH,1699182815
24150000000000,24148632.3855,USDC,1718865251
6613335790783984599922,23939856.78353201004742370576122754,WETH,1752837479
6627182109098552417042,23868260.26866607342864595594,WETH,1752838475
7500000000000000000000,23841750,WETH,1722486119
7500000000000000000000,23725875,WETH,1738074395
12000000000000000000000,23644268.42868,WETH,1700023439
7500000000000000000000,23406777.001275,WETH,1765273955
23370000000000,23367537.9705,USDT,1764695687
8799407888610438662070,23286914.18877473688687570514998,WETH,1748537159
6459466076720656249013,23264219.23793481392675775041,WETH,1752839099
6389660379789161580730,23012809.1340372506743097461,WETH,1752839699
22888000000000,22886626.72,USDC,1732642655
6307001586973211060661,22830940.75007047890356491202366328,WETH,1752840419
7642543141920134426746,22756247.4646392727834986102701422,WETH,1766175035
6251863204161878449336,22631343.34492310227373127599377728,WETH,1752841091
4918213539370998448319,22589853.61363093767156757854593231,WETH,1755031751
11050000000000000000000,22578400.826683,WETH,1700124539
4500000000000000000000,22576744.31202,wstETH,1760370155
5000000000000000000000,22376732,WETH,1759929647
6210885372170611260042,22369465.1129280684636643175016,WETH,1752842639
22330000000000,22326003.3766,USDC,1762216775
6129384155747914473591,22314314.7776860962418369784316,WETH,1752843887
5472510000000000000000,22257978.8424669171,wstETH,1762318823
22242432307640,22243682.1099113662916,USDT,1758727799
6061482891111875728635,22127861.41576049436259213507244985,WETH,1752844487
22053425282393,22054664.46435961766267,USDT,1758728087
5288440000000000000000,21835439.916,WETH,1760485535
6061732967343668095961,21832269.6381515654474247962628,WETH,1752841847
5996621340894061961789,21764017.56221409060287776082,WETH,1752845147
7000000000000000000000,21735238.217,WETH,1765276079
5000000000000000000000,21599836.065,WETH,1759331711
21561696033473,21562907.58517312084787,USDT,1758729875
6000000000000000000000,21557918.226,WETH,1735923011
5938942785710007382732,21484818.0080347654938938365512,WETH,1735946579
5000000000000000000000,21480816.52,WETH,1755000587
5914004240819112924935,21464168.7115440720675005903,WETH,1752845915
13000000000000000000000,21391890,WETH,1693252751
5848952857873823175627,21336395.1302379195623697333,WETH,1752847235
13500000000000000000000,21302730,WETH,1745294603
8000000000000000000000,21276973.49544,WETH,1723732631
5000000000000000000000,21173300,WETH,1754956391
21100000000000000000000000,21097777.115,USDe,1764684011
21078779620425,21079964.03705187168075,USDT,1758730679
5157989912238465894246,21072797.438675410823367409631604,WETH,1734375671
5000000000000000000000,21067100,WETH,1754953115
21000000000000,20992440,USDT,1763137991
5403688179636983523971,20930105.4261879282833968743,WETH,1734222203
5403701324600376031094,20911577.49014488257711910122377438,WETH,1734226163
5490850590489187708966,20901327.212279036676278158308662,WETH,1733944559
6267755757973585083910,20887054.128074714511745836074,WETH,1765405799
5785111532790022454143,20866464.103836924142422412318017,WETH,1752848615
5203700000000000000000,20724202.045410724,WETH,1760455847
5705369003165031449388,20637910.9118629014797076303132,WETH,1733215271
20615806228446,20616964.63059797638074,USDT,1758737687
5723147414826913896715,20475361.1171813602334434526,WETH,1752850163
10000000000000000000000,20434485.5296,WETH,1700131931
5079476442605266150639,20426364.24859925370330664182884525,rETH,1711451987
5240095000000000373555,20412983.2887413041551972764665063,WETH,1733474483
20367531416676786404261102,20361908.55227858444383847763757086,DAI,1762245647
7725572988119955776743,20354156.79632476828147256717267307,WETH,1747901411
5662313016209840111595,20256076.601000874765182395569,WETH,1752851051
6801863396307954794058,20253060.2435260798764806121015006,WETH,1766175035
6313894116346021532559,20226353.27467990688933264800238913,WETH,1738047719
6500000000000000000000,20185626.708,WETH,1765279823
20200000000000,20183367.32,USDT,1763385155
7941416439839615542135,20180250.9719340406387409339,WETH,1747817867
5599539421526748002148,20031513.4695065962708337482296,WETH,1752851807
20000000000000000000000000,20013200,USDe,1755334043
20000000000000,20007860,USDT,1753278791
20000000000000000000000000,20003474,USDe,1758827855
20000000000000,20002478.2,USDT,1764583067
20000000000000,20002339.2,USDT,1765734239
20000000000000,20001400,USDT,1753714091
20000000000000,20000449.2,USDT,1756881515
20000000000000,19999496.6,USDC,1747251359
20000000000000,19999157.8,USDC,1734978155
20000000000000,19998632.2,USDC,1761960419
20000000000000,19998510,USDT,1764584483
20000000000000,19998133.4,USDC,1752688439
20000000000000,19997676.8,USDC,1754580215
20000000000000,19997251.2,USDC,1755776411
20000000000000,19996800,USDC,1747559195
20000000000000,19996800,USDC,1767788615
20000000000000,19996800,USDC,1762167527
20000000000000,19996800,USDC,1762193663
20000000000000,19996498.6,USDC,1760569331
20000000000000,19996420.4,USDC,1762211687
20000000000000,19996420.4,USDC,1762276403
20000000000000,19996420.4,USDC,1762275023
20000000000000,19995911.6,USDT,1763102531
20000000000000,19994800,USDC,1767257999
20000000000000,19994664.6,USDC,1759864607
20000000000000,19991570.4,USDT,1756104527
20000000000000,19986227,USDT,1766518847
20000000000000,19986227,USDT,1766532515
20000000000000,19984404.2,USDT,1766986775
20000000000000,19984404.2,USDT,1766988179
20000000000000,19975211.4,USDT,1767018995
20000000000000,19975211.4,USDT,1767019055
20000000000000,19972926.2,USDT,1763748347
7569428330897350000000,19855670.231910074679,WETH,1729593911
5540078489066183507990,19709118.09008544622954871510659,WETH,1752853091
5000000000000000000000,19661273.5,WETH,1758819131
5000000000000000000000,19522400,WETH,1754615279
6000000000000000000000,19513940.00286,WETH,1765491359
19500000000000,19499226.435,USDC,1736539835
5485682397638539597680,19496828.3799190627403024184,WETH,1752854543
5000000000000000000000,19449782.5171,WETH,1753672523
5000000000000000000000,19408450,WETH,1753707419
5000000000000000000000,19322193.135,WETH,1753662179
5000000000000000000000,19228550,WETH,1753924715
5000000000000000000000,19207234.54625,WETH,1753645319
6480000000000000000000,19187627.46408,WETH,1766509115
5000000000000000000000,19173780.5,WETH,1753791659
5000000000000000000000,19047826.875,WETH,1753627295
19000000000000000000000000,18997624.81,USDS,1759572215
5000000000000000000000,18987000,WETH,1753763411
18943357878272,18939489.83402683564032,USDC,1729893083
5000000000000000000000,18889564.79,WETH,1753760795
5000000000000000000000,18828050,WETH,1753728479
18817543176192,18817242.28367661268992,USDC,1735635827
5000000000000000000000,18789900,WETH,1753883711
5000000000000000000000,18789900,WETH,1753883795
7500000000000000000000,18768006.4086,WETH,1730855651
18756115871839456179975030,18755897.7382118666870996568904011,USDe,1756766807
18756115871839456179975030,18755897.7382118666870996568904011,USDe,1756766807
4647686513269425246191,18662273.94851691743930287949,WETH,1734310607
5000000000000000000000,18638250,WETH,1753544279
5578302624595526454562,18589478.1739832825225067189068,WETH,1765405799
4111090000000000000000,18485825.1973409495,WETH,1759439399
7165753948633904915519,18121188.53054233678465937834,WETH,1747699007
6625068438277447238950,18086768.0899193448346954475,WETH,1763790971
6053658422713114920966,18025223.6167353381892355465554962,WETH,1766175035
18000047780476,17998861.5773272666316,USDT,1753922003
18000044318825,17998858.1159043894325,USDT,1753922447
18000031288622,17998845.0865600798102,USDT,1753921511
17999964185171,17998777.9875311972311,USDT,1753921019
17994845575957,17993659.7156335444337,USDT,1753920659
18000000000000,17987256.72,USDT,1763300975
17922704809325,17920188.8200238669565,USDC,1756825811
5000000000000000000000,17883701.53,WETH,1754424299
7032628775667828879233,17860837.62785134168287684243,WETH,1749471143
17590000000000,17586482,USDT,1762215923
4551456290685019341699,17524199.06864708887018315776,WETH,1760763899
5000000000000000000000,17523185.20685,WETH,1735065311
5000000000000000000000,17523185.20685,WETH,1735065611
17483237204370,17482085.059038232017,USDT,1753920203
6626946954872517000000,17436795.9308709609893152521,WETH,1730366603
8901978417002902793388,17390905.0354568708971627968,WETH,1700170439
5198514101899787062681,17239936.28641230183171025392,WETH,1735247603
3412000000000000000000,17078073.48884508,wstETH,1760359991
17000000000000,17009197,USDT,1758649151
17000000000000,17007574.69,USDT,1758527519
16843557880514,16842969.1981660760357,USDC,1711839203
4000000000000000000000,16612400,WETH,1759168967
16577000000000,16572848.45612,USDC,1758639059
4964689335889054274441,16544635.5748419080520796390774,WETH,1765405799
5418328753069824832472,16495776.78899589751297105568,WETH,1752496715
3780000000000000000000,16420355.80794,WETH,1757343527
6459923628669340294707,16415828.72670195417010353426,WETH,1747830479
3758000000000000000000,16407496.35681744,WETH,1757347415
3755000000000000000000,16394398.3022484,WETH,1757346227
5000000000000000000000,16388740.2075,WETH,1762295867
6066082176554963791393,16369455.50533508535110256084391597,WETH,1727489603
16367917368323179431602418,16368293.33938512981503396190754146,USDe,1757455775
9908803509096991175839,16319601.20341256252678331622,WETH,1744495439
3900000000000000000000,16289988,WETH,1754833655
4884434791216294959735,16229762.33884896185930294419315245,WETH,1737549203
4999618266512065468708,16219511.5993051171903090582,WETH,1765531847
3724000000000000000000,16216667.88557396,WETH,1757349551
4000000000000000000000,16159872.584,WETH,1758910355
3418150000000000000000,16148212.1735596,wstETH,1761273023
7900000000000000000000,16084240.183,WETH,1701332843
16075007191379404424985278,16068367.24890893324819349358106932,USDe,1764179615
5387755996213707433913,16042449.0188915780875841033352491,WETH,1766175035
16000000000000,15999326.24,USDC,1734978359
16000000000000,15997440,USDC,1762180187
6095753778313834000000,15994023.24820061832034773482,WETH,1727353055
5000000000000000000000,15900800,WETH,1738071683
10209099800000000000000,15899239.58088808,WETH,1744366019
4394781496807456650315,15897570.98129492133632821908309075,WETH,1752835571
8000000000000000000000,15849604.40464,WETH,1700035139
15832532024790912523774605,15833401.5474497140406904107013066,USDe,1753509539
3654000000000000000000,15829383.78,WETH,1757351339
3152000000000000000000,15776696.25933168,wstETH,1760359991
3603000000000000000000,15704950.97828556,WETH,1757414651
3624000000000000000000,15699421.68,WETH,1757353007
5701236508696896206395,15687921.46388598838425092965,WETH,1740155855
15666666000000,15664860.26007684,USDC,1762448291
5000000000000000000000,15646550,WETH,1764926675
15613441592411749094152823,15615895.24475799660052296911613445,USDe,1758057527
4000000000000000000000,15524922.10272,WETH,1734043403
5840380507381936896807,15510297.3453781083404629705386,WETH,1739185643
3555000000000000000000,15495725.9860686,WETH,1757417627
4317413032252644558074,15489301.41317963129868268569816,WETH,1711411535
6324543633437053000000,15455666.74964813263928,WETH,1728299723
6158224089351504794871,15411433.45167286849726341588860148,WETH,1747565171
8000621023736151000000,15301587.73894657559505,WETH,1683498383
3514000000000000000000,15287387.65527344,WETH,1757420171
4732112115124689238056,15221319.05033459411419673173441152,WETH,1736855819
5000000000000000000000,15196634.03,WETH,1766403803
3400000000000000000000,15089268,WETH,1755297011
3484000000000000000000,15087474.42046,WETH,1757424011
5000000000000000000000,15061520.5,WETH,1715801759
15050000000000,15046839.0485,USDC,1710195575
15007313100800,15004248.757537947648,USDC,1729893083
15000000000000000000000000,15002727.6,RLUSD,1751144027
15000000000000,15001754.4,USDT,1765737971
15000000000000,15001754.4,USDT,1765734755
15000000000000,15001754.4,USDT,1765735967
15000000000000,15000724.05,USDC,1747135703
15000000000000,15000270,USDT,1756968275
15000000000000,14999853.15,USDC,1739378363
15000000000000,14999512.65,USDC,1721469251
15000000000000,14999512.65,USDC,1721468759
15000000000000,14999512.65,USDC,1721468315
15000000000000,14999460.9,USDC,1734128075
15000000000000,14998576.8,USDT,1762960547
15000000000000,14996677.2,USDC,1764323411
15000000000000000000000000,14996116.5,RLUSD,1764010355
15000000000000,14996100,USDC,1767255359
15000000000000,14979694.65,USDT,1763784071
5000000000000000000000,14946072.5,WETH,1752421967
5000000000000000000000,14946072.5,WETH,1752422039
3434000000000000000000,14858108.6062,WETH,1757426663
7795206336666700000000,14820246.28727073004,WETH,1683281531
5000000000000000000000,14751424.305,WETH,1766143331
4418573508940294034135,14724725.661606084773405169889,WETH,1765405799
3114000000000000000000,14689298.772234,WETH,1755941615
5000000000000000000000,14675864.13385,WETH,1765960943
4917398589891476688977,14672484.73853228922980268283,WETH,1752563003
4070000000000000000000,14658735.036,WETH,1752842747
5000000000000000000000,14649450,WETH,1767017459
2912000000000000000000,14575424.97055008,wstETH,1760359991
4022255583152307928410,14427830.77676732853920667,WETH,1735992095
14414878694540393182843202,14416664.84215943368296248810115982,USDe,1764550655
3000000000000000000000,14290569.774,WETH,1755165923
4500000000000000000000,14284395,WETH,1762291703
4795102836629234770437,14277779.6268106315971178026322959,WETH,1766175035
3000000000000000000000,14252844.9,WETH,1756032695
4450000000000000000000,14184197,WETH,1752672059
14154000000000,14153291.16768,USDC,1726778675
14100000000000,14099293.872,USDC,1726779911
3000000000000000000000,14097213.456,WETH,1755917279
3000000000000000000000,14089582.61517,WETH,1755085055
3634725454205620483710,14089504.3616644990182340956,WETH,1734227963
8517984164216741202037,14016598.48174357415018794461,WETH,1693253147
14000000000000,13999410.46,USDC,1734978827
5000000000000000000000,13980409.9085,WETH,1738760399
3000000000000000000000,13950512.19807,WETH,1757910947
13867569039319,13865866.65654373319956,USDC,1719776075
3628665543891110553604,13803643.6684332529461011195804,WETH,1761157991
4400000000000000000000,13796833.809704,WETH,1763258459
13784952725699670276327215,13784952.725699670276327215,USDe,1757146547
5000000000000000000000,13784488,WETH,1729471547
3300000000000000000000,13783836,WETH,1754833451
3000000000000000000000,13773357.3,WETH,1755044015
3000000000000000000000,13773357.3,WETH,1755043943
3000000000000000000000,13771946.4,WETH,1755048347
3000000000000000000000,13757130,WETH,1755175247
13750363546436499926650391,13753086.118418694353635867777418,USDe,1757031143
4000000000000000000000,13696279.16,WETH,1712544047
8385629078321674834939,13672600.49962192438487134072,WETH,1693859315
13669000000000,13665325.36273,USDC,1759203275
5197496394915246000000,13634348.28638568742128841014,WETH,1727269835
8039339903449176723087,13627485.0703366994633047737,WETH,1745339339
2950000000000000000000,13622362.5,WETH,1756313423
3000000000000000000000,13610012.7,WETH,1755447611
3000000000000000000000,13506132,WETH,1755023939
3000000000000000000000,13505670,WETH,1755027971
2996658609359138887434,13505353.9062917873821847671662,WETH,1758115583
2690000000000000000000,13464249.0284271,wstETH,1760359991
3000000000000000000000,13454491.89759,WETH,1755209747
4000000000000000000000,13426980.96,WETH,1719415247
13400000000000,13405011.6,USDT,1748252771
4284552136836894000000,13362342.2194603175004417,WETH,1731928295
5000000000000000000000,13324613,WETH,1747903595
4000000000000000000000,13291200,WETH,1711152203
5000000000000000000000,13263984.4,WETH,1750112519
13215987689016,13212773.69296990819896,USDT,1754181563
13153163317261,13159103.54887834141282,USDT,1759888679
3000000000000000000000,13120800,WETH,1756164887
3932530422955897420262,13105005.8388262020553826928868,WETH,1765405799
3000000000000000000000,13069694.92845,WETH,1755546371
13044000000000000000000000,13046499.62172,USDe,1760882387
3000000000000000000000,13026209.23917,WETH,1759334687
13000000000000,13002258.1,USDT,1758864023
13000000000000,13000730.47,USDT,1758767783
13000000000000,12997920,USDC,1764595427
13000000000000,12997734.75,USDT,1762845575
3000000000000000000000,12943342.00794,WETH,1759346519
4000000000000000000000,12939842.58,WETH,1765492127
12931206676480,12930999.9064852430848,USDC,1735635827
2950000000000000000000,12884820.4979,WETH,1756158023
3905567531355308032135,12882101.55499896912978090117165175,WETH,1737541895
3000000000000000000000,12868612.56,WETH,1757095307
4099297868641342639802,12866086.6253219459552180917348,WETH,1752630743
2873816986412448522854,12863818.71544770373256307361830244,WETH,1758352943
5206133940648106000000,12836504.1507590025589,WETH,1730021711
5000000000000000000000,12835600,WETH,1748264123
3000000000000000000000,12830512.42566,WETH,1755514607
3000000000000000000000,12820050,WETH,1757014523
6709553324870242000000,12817342.83585521798338064682,WETH,1688595395
2950000000000000000000,12816986.3931195,WETH,1756468667
3049985866963424378880,12788080.672131193752011728748544,wstETH,1711520879
4267641524599054099943,12707223.8678585892206017230795701,WETH,1766175035
5000000000000000000000,12705900,WETH,1747831307
3300000000000000000000,12658833,WETH,1753774175
2705962649479704397209,12475570.1991612291528923736,WETH,1755033875
4000000000000000000000,12469200,WETH,1765266935
2486000000000000000000,12443168.43296274,wstETH,1760359991
4976616789329804374461,12424721.00857657619736682182,WETH,1749299159
6771591141726933000000,12363571.1065650342714,WETH,1682426483
3932690000000000000000,12326048.0912707464,WETH,1765199195
12322000000000,12318358.60256,PYUSD,1764255887
5220000000000000000000,12287739.9474,WETH,1702025423
3000000000000000000000,12214638.60507,WETH,1760122211
4000000000000000000000,12172687.824,WETH,1752597095
12160269974728,12167216.28574566387544,USDT,1760553839
12156088241644,12161578.17421569126328,USDT,1759898687
11102250000,12158966.415542838525,WBTC,1761967907
3456039192570808995840,12115560.1142600794319966208,WETH,1763012867
12085464411085,12086143.49333025886615,USDT,1758727235
3000000000000000000000,12010905.012,WETH,1760627855
12000000000000,12004716,USDT,1753337711
12000000000000,12004716,USDT,1753336679
12000000000000,12000725.64,USDT,1761868967
12000000000000,11999472,USDT,1757376527
12000000000000,11999214.72,USDT,1756519811
12000000000000,11998691.04,USDC,1751365007
12000000000000,11998040.64,USDC,1757905295
12000000000000,11997312.84,USDC,1767377411
12000000000000000000000000,11996893.2,RLUSD,1764011363
4645840425326685745592,11954165.54000384182512531928,WETH,1749831863
4000000000000000000000,11932646.12628,WETH,1752184751
4000000000000000000000,11804000,WETH,1752197339
4000000000000000000000,11730160,WETH,1767039071
3000000000000000000000,11713440,WETH,1754615555
11703028824739,11703801.224641432774,USDT,1760726927
3499952076429784433915,11663455.196552106436342588381,WETH,1765405799
5110000000000000000000,11658786.93,WETH,1702539911
4000000000000000000000,11658061.60632,WETH,1752183431
2720000000000000000000,11643123.2057936,WETH,1757442203
6150000000000000000000,11636844.1166805,WETH,1699344923
3514703258532857127808,11530305.167509660179331340433536,WETH,1762297871
4680500847424766000000,11499522.5320379075854,WETH,1751362427
2296000000000000000000,11492161.99601064,wstETH,1760359991
4261643381337666532493,11476733.47524377610199962379,WETH,1738658939
3000000000000000000000,11431407.33975,WETH,1753864511
3000000000000000000000,11418146.538,WETH,1733930951
3200842364303593084356,11397091.17678223309450603804569528,WETH,1732728323
2932600000000000000000,11361095.92244,WETH,1734518003
