amount,amountUSD,asset,timestamp
3000000000000000000000,11314450.824,WETH,1753974035
3000000000000000000000,11304630,WETH,1753825823
6616324197812652438582,11270316.97689510883612303293839946,WETH,1676933639
4219851489916578230093,11206954.99137575096613408661,WETH,1727369687
3671852798747605052900,11164204.052618868146735260855632,WETH,1764353051
4388956864746604677809,11117008.29055991231865630655,WETH,1747731035
4063206782497855427104,11037873.37204056486389310262319648,WETH,1748519975
11037020000000,11037020,USDT,1746794915
4141423856341733035034,11030660.371718475493717715303814,WETH,1739286299
4418474822328028080077,11029706.14473278665545381279,WETH,1747320371
11026619280244630110242717,11025905.52717861987533568098892859,USDS,1760703851
11000000000000,10999516,USDT,1757336711
10999900000000,10998796.270034,USDC,1724075375
11000000000000,10998518.19,USDC,1752586571
4048529022525249709167,10997975.66514466033305828100175154,WETH,1763724611
11000000000000,10996040,USDT,1763144663
3357313740400479068957,10950885.9584382826271239426,WETH,1734905783
4158086570170995887744,10942670.0961874558686496820308352,WETH,1752047615
10929928642712,10930542.79540243398728,USDT,1758759143
7000000000000000000000,10905860,WETH,1744373483
3560268794848986282381,10880929.09350542036607563601,WETH,1764364739
3000000000000000000000,10879530,WETH,1733176787
4000000000000000000000,10864586.89384,WETH,1723609775
10856223177361906180235333,10861577.24950851752512530146152894,USDe,1758584795
6223327318418748000000,10838511.41329521564829426584,WETH,1686426239
10000000000,10822744.077905,WBTC,1761834791
3000000000000000000000,10818905.517,WETH,1733179631
3000000000000000000000,10807866.00084,WETH,1754482799
10809692362432,10806337.14201962473152,USDC,1759016207
4500000000000000000000,10771289.469315,WETH,1725595079
3500000000000000000000,10752573.799905,WETH,1764744527
10743561780358,10741638.89767055152516,USDC,1762272023
10725461687923,10726169.568394402918,USDT,1760765387
12043640606,10705096.2791256966988222,WBTC,1731441071
10678401008774,10679105.783240579084,USDT,1760732483
3341000000000000000000,10663876.2997,WETH,1765462247
3500000000000000000000,10657015.95,WETH,1765072367
4000000000000000000000,10638486.74772,WETH,1723731911
10622110279144,10621765.06055992782,USDT,1761595175
2121000000000000000000,10616235.01460739,wstETH,1760359991
4000000000000000000000,10602920,WETH,1739146607
2400000000000000000000,10602504,WETH,1759415183
10600000000000,10599475.724,USDC,1716429251
10588341756299,10590565.30806782279,USDT,1759797455
4828392572669270585986,10542843.46634907901720629086,WETH,1750625699
2315000000000000000000,10532344.6262333,wstETH,1761845435
10507827458480852525246508,10510094.62733329435398735518656608,USDe,1753590911
10500000000000,10499308.05,USDT,1753910015
10500000000000,10498320,USDC,1762205759
4000000000000000000000,10493490.64,WETH,1707841475
3141723016439237176812,10491909.68231949012145074648,WETH,1734809159
3398582330962808225966,10435315.2704765081555716902179,WETH,1764343091
15000000000,10421811.1131945,WBTC,1716234215
3000000000000000000000,10409039.799,WETH,1762244051
3114957348021543876067,10380475.1249281613353996613138,WETH,1765405799
3032803799158155301124,10355820.57537375600195479817478136,WETH,1752784619
5754174363774150000000,10354533.16370216317142925,WETH,1679428331
3300000000000000000000,10350285,WETH,1738147115
3520000000000000000000,10330777.6,WETH,1766501399
4112270069186122213447,10306065.9732804883266122071568,WETH,1747321619
4050110616569647237510,10292060.0966144561670156618,WETH,1747830551
3690598205913582223951,10258188.296476477323155777739171,WETH,1752126431
10240438017955,10244537.77731548828425,USDT,1724600363
5598151425758211000000,10205206.12310018832456,WETH,1680432047
10200000000000,10199049.462,USDC,1754055635
6100000000000000000000,10195650.41,WETH,1678722539
10160728546002,10160368.44978232968912,USDC,1736257127
2400000000000000000000,10152000,WETH,1754733407
10130000000000000000000000,10130000,GHO,1764690563
3645000000000000000000,10112980.313691,WETH,1738797635
3389070628732239448231,10112512.28624897999999855166,WETH,1720195667
2325000000000000000000,10104988.13085225,WETH,1756496855
10075000000000,10075582.5365,USDC,1711406699
3710000000000000000000,10070408.8182348,WETH,1738887827
2494713157649916534612,10045322.82525647385820732866191172,wstETH,1737014087
2600000000000000000000,10037092,WETH,1761927731
2529913842610189222626,10023714.53094476325974076797709564,WETH,1761296771
4553000000000000000000,10018193.55,WETH,1746751487
10000000000000,10006005.4,USDT,1752894527
10000000000000,10005712.3,USDT,1760564495
10000000000000,10005712.3,USDT,1760564135
10000000000000,10005410,USDT,1758653207
10000000000000,10005410,USDT,1758649859
10000000000000,10005410,USDT,1758697235
10000000000000,10005175.3,USDT,1755580643
10000000000000,10004616.1,USDT,1760798507
10000000000000000000000000,10004402.5,USDe,1757768807
2573527223764474846869,10003669.334267602094063620699041,WETH,1753698779
10005000000000,10002697.4493,USDC,1747958423
10000000000000,10001916.3,USDT,1760905379
10000000000000,10001882.5,USDT,1750364279
10000000000000,10001169.6,USDT,1765739183
10000000000000,10001169.6,USDT,1765736411
10000000000000000000000000,10001147.7,USDe,1764866891
10000000000000,10001000.1,USDT,1750446719
10000000000000,10001000,USDT,1765359107
3017108509338852379272,10000690.49238255331248602291413776,WETH,1735254755
10000000000000,10000567,USDT,1756448099
10000000000000,10000561.9,USDT,1758730151
10000000000000,10000228.4,USDC,1709149043
10000000000000000000000000,10000000,GHO,1750626239
10000000000000000000000000,10000000,GHO,1762332275
10000000000000,9999883.7,USDT,1756770059
10000000000000,9999840.5,USDT,1755089003
10000000000000,9999675.1,USDC,1721467391
10000000000000,9999446.5,USDT,1756366319
10000000000000,9999446.5,USDT,1756287299
10000000000000000000000000,9999345.6,USDe,1756468259
10000000000000,9999341,USDT,1753903763
10000000000000,9999051.2,USDT,1762961111
10000000000000,9999051.2,USDT,1762960847
10000000000000,9999051.2,USDT,1762956347
10000000000000,9999000,USDC,1752894479
10000000000000,9998700,USDC,1765873019
10000000000000,9998652.9,USDC,1752553331
10000000000000,9998600,USDC,1761833231
10000000000000,9998580.1,USDC,1755186371
10000000000000,9998500,USDC,1710245855
10000000000000,9998460,USDC,1747764215
10000000000000,9998400,USDC,1767781007
10000000000000,9998326.4,USDC,1757096915
10000000000000,9998300,USDT,1741953107
10000000000000000000000000,9998285.8,RLUSD,1748179607
10000000000000,9998273.9,USDC,1756667339
10000000000000,9998257.5,USDT,1762781099
10000000000000,9998210.2,USDC,1762279655
10000000000000,9998210.2,USDC,1762280459
10000000000000,9997985.9,USDC,1749481931
10000000000000,9997937.5,USDC,1766520071
10000000000000,9997899.7,USDC,1710194339
10000000000000,9997796.8,USDC,1748533595
10000000000000,9997409.4,USDT,1754074955
10000000000000000000000000,9997324.4,USDe,1762126403
10000000000000,9997275.4,USDC,1763455775
10000000000000,9997181.2,USDC,1759691939
10000000000000,9997181.2,USDC,1759690187
10000000000000,9997181.2,USDC,1759676867
10000000000000,9996636.6,PYUSD,1759841423
10000000000000,9995816.9,USDT,1734339563
10000000000000,9995785.2,USDT,1756098767
10000000000000,9995284.1,USDT,1766081519
10000000000000,9995284.1,USDT,1766081207
10000000000000000000000000,9994629.4,USDe,1764003359
10000000000000,9993113.5,USDT,1766561591
10000000000000,9993113.5,USDT,1766561351
10000000000000,9993113.5,USDT,1766525855
10000000000000,9993113.5,USDT,1766530547
10000000000000,9993113.5,USDT,1766521919
2145803097995242206504,9991347.0079042135272417201583044,WETH,1759760735
10000000000000,9990470.8,USDT,1763693963
10000000000000000000000000,9987929.6,USDe,1767372455
10000000000000,9987605.7,USDT,1767013859
10000000000,9986443,cbBTC,1733710703
6000000000000000000000,9948091.29462,WETH,1744468787
3558000000000000000000,9929061.54,WETH,1740361991
5174974420434733708788,9926303.1824226722468196665316,WETH,1742024027
2800000000000000000000,9829363.474644,WETH,1762261811
1959000000000000000000,9805376.89467981,wstETH,1760359991
2182496219460538515784,9793820.83505599895726975296,WETH,1758088271
9797518134225,9793388.676281786847,USDT,1756057319
2524233129340535874676,9735487.57557187216680914356,WETH,1733490299
3050000000000000000000,9735056.185,WETH,1765462955
2100000000000000000000,9681840,WETH,1755033671
3644794001658367639663,9679734.56578424302638780551,WETH,1727371139
4000000000000000000000,9647210.8,WETH,1740498923
3827286339989432522896,9641891.112018377883305748,WETH,1747322315
3169235094314923246057,9617867.89482315647020394132,WETH,1764534707
9600000000000,9599040,USDC,1753964951
9569625695568389223192956,9571386.506696373806810023503904,USDe,1759329263
2220000000000000000000,9564204,WETH,1757022119
3600000000000000000000,9562933.8,WETH,1707794687
5700000000000000000000,9544375.089,WETH,1692864203
4067308619673226652063,9543166.88742548842600193753,WETH,1740663551
4250000000000000000000,9532325,WETH,1702279931
3138005420541132162002,9513365.51323772873025498332,WETH,1764532967
3000000000000000000000,9482660.11317,WETH,1767841871
3437558025930272803783,9474003.05566409457451751458350493,WETH,1738611587
3000000000000000000000,9452919.47508,WETH,1765203791
9450675761049,9450892.84307123129553,USDT,1757451047
6500000000000000000000,9445085,WETH,1744177187
9427370346955,9427063.9574187239625,USDT,1761607763
3426397587073878104583,9417899.19975887357459997129,WETH,1738719035
2000000000000000000000,9415622.4083,WETH,1759782935
2049080000000000000000,9406606.643104,WETH,1755048491
9397658154431,9395957.83614111879917,USDC,1756285091
2857553746245260268466,9388087.060656835785086920828,WETH,1734940007
2000000000000000000000,9386864.58634,WETH,1759772603
3416855806098823677537,9385573.286703523324524120765,WETH,1763738279
2000000000000000000000,9371160,WETH,1759766939
4000000000000000000000,9362838.8768,WETH,1706724899
9350000000000,9349383.835,USDT,1753917227
2000000000000000000000,9342591.102,WETH,1759768439
2626692892955033501446,9301960.07567951923934074872,WETH,1752873107
9287578840556,9287430.7036734931318,USDT,1755088223
4025000000000000000000,9286612.7445,WETH,1704789515
2225000000000000000000,9283777.445125,WETH,1758575183
9281124015405,9280822.3788744993375,USDT,1761620987
2500000000000000000000,9279593.5,WETH,1754017331
3305985065394012321188,9259502.15070751152955298604,WETH,1738673879
2000000000000000000000,9240420,WETH,1755069467
2772312039738209779582,9238622.8611828501955595231348,WETH,1765405799
5134951386913474693460,9233258.7878368571158042952,WETH,1746647507
9226525619976694547789868,9231075.95788195465400694700710024,USDe,1758584795
2395195684842101684177,9204365.5248717125841315171683124,WETH,1717688051
3744400677927806000000,9199618.0256008265614,WETH,1751362427
9196254414973,9194222.9623727324643,PYUSD,1764663083
9195014023198,9192982.8446002755618,PYUSD,1764662939
9193731598323,9191700.7030129304493,PYUSD,1764662747
9187088400384,9186941.49884047785984,USDC,1735635467
4119715638767177541802,9173586.23277362536804417422658,WETH,1702994375
3682609122025246542896,9166787.45263646394704215216,WETH,1749215687
3312543783983614176734,9154148.49616303810512087432,WETH,1763736959
4539600000000000363797,9133750.48636065673196559734041492,WETH,1701157091
2355749501009835947614,9106711.573034255214503290257982,WETH,1760835635
2000000000000000000000,9072443.842,WETH,1759526519
1810000000000000000000,9059587.6362279,wstETH,1760359991
2000000000000000000000,9029543,WETH,1759951151
2000000000000000000000,9028825.3,WETH,1759852043
2000000000000000000000,9024283.74658,WETH,1759857215
9000000000000,9002551.86,USDT,1745912831
9000000000000,9001563.3,USDT,1758812687
9000000000000,9000004.32,USDC,1740413999
9000000000000,8999891.73,PYUSD,1763881391
9000000000000,8999406.9,USDT,1753922807
9000000000000,8999406.9,USDT,1753920431
9000000000000,8998920,USDC,1760465471
9000000000000,8998759.17,USDC,1761634667
9000000000000,8997811.29,USDT,1754204459
9000000000000,8997811.29,USDT,1754173607
9000000000000,8997660,USDC,1767097151
3000000000000000000000,8985556.86801,WETH,1764422099
2000000000000000000000,8978120,WETH,1759858379
3562049114020395217443,8973692.23049588065154327775,WETH,1747322903
2000000000000000000000,8954020,WETH,1759608371
2000000000000000000000,8947738.25116,WETH,1759444031
2700000000000000000000,8932167,WETH,1762332311
2000000000000000000000,8926131.4,WETH,1758135863
8916249934501,8916838.406996677066,USDT,1760733971
8910778599358,8911366.710745557628,USDT,1760728139
8907711929519,8908691.77783124709,USDT,1765263239
2784370178000000000000,8887213.1549732626,WETH,1765463099
8883175895571,8882051.37433437966711,USDC,1755278783
8871440031059,8871125.62722429926904,USDC,1736257127
3551441360857945765163,8866599.53034516455622124906,WETH,1749298391
2000000000000000000000,8863510,WETH,1758033047
8858612796086,8860473.10477317806,USDT,1759818575
3233797796290130038010,8857113.4602149629637063492,WETH,1738701659
8846418054933,8844127.80576275839563,USDT,1761907847
8819337796910,8823394.6922965786,USDT,1755193175
8817419789069,8821475.80217197174,USDT,1755193019
3350944688513519843572,8811610.64346826664545849548,WETH,1727372747
8801721785729,8802220.8433542508343,USDT,1756388987
2602709177168939142496,8801908.157722859936114601605664,WETH,1762432763
5000000000000000000000,8795500,WETH,1743953747
8776235654295,8778078.66378240195,USDT,1759808819
8749495098782,8748144.43922360102266,USDC,1754930963
1604000000000000000000,8743507.07676128,wstETH,1758109355
8737931931627772315599154,8740972.731939978780364982505592,USDe,1759250615
2390000000000000000000,8736454.07963,WETH,1753432379
2000000000000000000000,8730460,WETH,1760048891
8698273126608,8702201.44071743870496,USDT,1759870127
8697849555322,8701777.67813817452164,USDT,1759870259
2698499999999999999991,8688036.62999999999997102378,WETH,1709019179
8670630321248,8675832.6994407488,USDT,1755284807
3509191582799651221887,8657534.72511271199433328437609837,WETH,1738550207
7754352278,8650579.717541296557327,WBTC,1761382319
8644788247669,8644282.61400439384019,USDC,1733401655
3339058606530682001652,8629830.35916461294008961052,WETH,1750125671
3254179386659540250013,8627086.11955751730625792348744405,WETH,1747957583
8627167888502,8626887.505545623685,USDT,1761599003
8596406196411,8597946.6724013968512,USDT,1754720339
2000000000000000000000,8597360,WETH,1755750755
2000000000000000000000,8591908.408,WETH,1754927315
8590396786493,8590594.10790718574421,USDT,1757452403
1714000000000000000000,8579079.12071526,wstETH,1760360819
1990000000000000000000,8573318,WETH,1757021507
3152810655600368997484,8564724.29225012034389669968917608,WETH,1763723831
8530174028771,8532629.43936518173235,USDT,1757995151
8527184896136,8531798.103164809576,USDT,1758656243
8525381359098,8526721.1227785822507,USDT,1758048071
8520237542130,8520152.3397545787,USDT,1756241351
8520008755780,8519923.5556924422,USDT,1756241579
8519959345209,8519874.14561554791,USDT,1756241147
8513005071066,8515455.5395757063481,USDT,1757974091
2000000000000000000000,8511554.58846,WETH,1760386451
3104448882005367866688,8502837.13190214215742909696,WETH,1738702763
8500000000000,8500165.75,USDT,1765801703
1800000000000000000000,8493984,WETH,1755947147
2500000000000000000000,8492175,WETH,1721317979
4300000000000000000000,8484932,WETH,1700182043
3394645839944743735714,8475140.69692284610545828668,WETH,1749298727
8474383927550,8474917.135786721446,USDT,1723727135
8468158161750,8466994.29809224908,USDC,1755708131
8450000000000,8449370.475,USDT,1764608363
4300000000000000000000,8441920.31948,WETH,1700179775
3104451781828466331847,8440849.17220250853297540065,WETH,1738703831
8423779982325,8422921.68338260090575,USDC,1755866651
3233123779097821122671,8419539.28933759087660368465,WETH,1738582475
8416616858928,8415460.07910690893568,USDC,1755713687
3315188454423721873040,8400024.7350972599898533567394464,WETH,1747323743
3104453801931535021784,8396243.66362799098921657072,WETH,1738704575
2000000000000000000000,8392369.51332,WETH,1761595175
8376889847607,8375746.98852509097699,USDC,1756795703
1672000000000000000000,8368856.64517848,wstETH,1760359991
2210000000000000000000,8363118.1024937,WETH,1760715935
8361338940159235736450335,8361844.55032494716543531815175745,USDe,1761896939
8346616290980,8350385.7898293323876,USDT,1759871651
5300000000000000000000,8345105.222454,WETH,1744115615
2500000000000000000000,8331025,WETH,1752692975
1922000000000000000000,8328026,WETH,1757329967
2500000000000000000000,8327111.945,WETH,1734945683
8328104111628,8326666.59757729189092,USDC,1756719215
2357877697841726618705,8325582.682208633093525052843,WETH,1718102447
8322822770052747017327007,8324487.3346067575667304724014,USDe,1764833159
8307877310765,8306689.9489397454662,USDC,1758436199
8278419303816,8278753.25525071593744,USDT,1756636763
8279909284257,8278584.49877151888,USDC,1756914455
8261406101356,8260278.99772159200092,USDC,1756750331
8258637622779,8257510.89684812426103,USDC,1756795943
8252849246763,8256576.39853982310606,USDT,1759877507
3000000000000000000000,8251964.64909,WETH,1763748515
3000000000000000000000,8251964.64909,WETH,1763748647
3300000000000000000000,8251171.9455,WETH,1749213215
2900000000000000000000,8249757.066197,WETH,1764002003
8250000000000,8249457.2325,USDC,1726176395
2390182127901765752462,8247442.9414314378171577541,WETH,1762930511
8248456568762,8247322.90089118935072,USDC,1755748175
8241800980434,8244603.19276734756,USDT,1758400775
1900000000000000000000,8242504.202882,WETH,1757338667
8240604756325,8238650.744125180216,USDC,1757452751
8237204797812,8237116.82446475936784,USDT,1754835047
2262179126597124028085,8234626.10409998908835305105,WETH,1753361759
8229503610700,8228407.111638910332,USDC,1756215803
2257242439006713830297,8226181.48259411754744287195,WETH,1752982211
8220370212492,8219141.267145232446,USDC,1754886683
1912300375811199978855,8208754.6905325434793343211207516,WETH,1755704531
3118768136275275145382,8201081.50346810076954505338,WETH,1727373155
8200169317804,8199349.3008722196,USDC,1756590923
2392519284999253694983,8198399.62275583076876301555760245,WETH,1754171819
3000000000000000000000,8189336.40159,WETH,1764604115
3303415530785619268780,8169215.72300609119467189166762,WETH,1747754135
8159562523119,8163247.54474569100278,USDT,1759885151
5000000000000000000000,8162850,WETH,1744601675
8159553855503,8161016.0475539061376,USDT,1754725967
2032878596762458857570,8150424.03469921032366444238599,WETH,1733598587
3159941288254136051029,8147466.21998293422853113244,WETH,1751976755
1790000000000000000000,8145801.8141592,wstETH,1761850763
1949689685368257816491,8139545.00157854904970846189,WETH,1754914343
8139720445164,8138558.41867324838736,USDC,1757307539
8136346190165,8135227.9307446237224,USDC,1755746675
2171692000000000000000,8131957.72986365436,WETH,1753059803
1893095167425115763330,8130919.4678975692081328832,WETH,1754922983
1874000000000000000000,8129712.04010572,WETH,1757341283
8129499060001,8128095.82716825322739,USDC,1756720439
2541874521000000000000,8113210.2548049057,WETH,1765463207
8114655192141,8112731.04510183952608,USDC,1757505191
3819669271744019072076,8112548.23325927688975483695069484,WETH,1741113203
8111428310556,8110085.54471347055976,USDC,1754814875
2903555195379502923249,8108700.52303243022369901732,WETH,1740149087
2000000000000000000000,8090206.526,WETH,1759096571
8083540073304,8083866.16331055708336,USDT,1756675907
8084301111963,8082684.2517406074,USDC,1755622091
3182186018551142798577,8081829.65317452287697399267,WETH,1749471191
5000000000000000000000,8074764.47345,WETH,1744518167
1481000000000000000000,8073026.17249592,wstETH,1758109355
3231570232539788253168,8068002.87396348614862429216,WETH,1749299207
8066996998757,8065888.27068949083792,USDC,1755746723
8066820503891,8065711.80008094522096,USDC,1755746699
8063010537716,8061910.50118833940612,USDC,1756796735
8052672692529,8054502.50134492336467,USDT,1760634155
4068616035578280696612,8034947.06402212341651117432,WETH,1742592047
8034204603771,8032790.74444482837942,USDC,1757005211
8029327534053,8027286.23811401770581,USDT,1737902639
8025849235733,8026732.07914893063,USDT,1765263467
2000000000000000000000,8026703,WETH,1758984947
5023427342793326493316,8017930.05753749936593036747,WETH,1677259139
11768572524,8013366.099672315915402,WBTC,1730072627
3072063631965955751621,8006012.86935751830562693947,WETH,1750133747
3000000000000000000000,8004757.839,WETH,1763727083
8000000000000,8004569.84,USDT,1760564759
7999300000000,8004395.5541,USDT,1755442055
8000000000000,8004140.24,USDT,1755509519
8000000000000,8003680,USDT,1755189419
8000000000000000000000000,8003522,USDe,1757770415
8000000000000,8001683.12,USDT,1751514491
8000000000000000000000000,8001472,USDe,1759360583
8000000000000,8000982.24,USDT,1761258935
8000000000000,8000799.12,PYUSD,1764022799
8000000000000,8000568,USDT,1751897123
8000000000000000000000000,7999920.16,RLUSD,1763738867
8000000000000000000000000,7999920,USDe,1756240907
8000000000000,7999920,USDT,1756228799
8000000000000,7999872.4,USDT,1755151835
8000000000000,7999740.08,USDC,1721469731
8000000000000000000000000,7999157.2,USDe,1764696203
8000000000000000000000000,7999157.2,USDe,1764691259
8000000000000,7999014.88,USDC,1748209859
8000000000000,7998936.72,USDC,1765360175
8000000000000,7998900.48,USDC,1755780155
8000000000000,7998896.48,USDT,1727955359
8000000000000,7998880,USDC,1747407059
8000000000000,7998630.24,USDT,1754912303
8000000000000,7998388.72,USDC,1749461519
8000000000000,7998237.44,USDC,1748518019
8000000000000,7998076.72,USDC,1749313211
8000000000000,7998054.48,USDT,1754204195
8000000000000,7998054.48,USDT,1754204675
8000000000000000000000000,7997740.8,USDe,1756120079
8000000000000,7997740.8,USDT,1756164035
3018000000000000000000,7997609.46,WETH,1748393351
8000000000000,7996556.24,USDT,1763908379
8000000000000,7996227.28,USDT,1766081951
8000000000000,7996227.28,USDT,1766062631
8000000000000,7994490.8,USDT,1766531267
8000000000000,7994490.8,USDT,1766529143
8000000000000,7994490.8,USDT,1766527811
8000000000000,7989879.04,USDT,1767869099
7991596670121206225226744,7989438.93902027349954593277912,USDe,1754460743
2000000000000000000000,7981122.53214,WETH,1760575967
1950000000000000000000,7977645,WETH,1758687671
2000000000000000000000,7977120,WETH,1760554283
7968430188466,7967302.01811991698372,PYUSD,1762354967
7960717460053,7958920.80572944063843,USDC,1758735479
2364627881777739308340,7956328.697547096516376508184,WETH,1762538063
7951000000000,7954657.46,USDT,1755240695
3000000000000000000000,7952190,WETH,1739147375
3000000000000000000000,7952190,WETH,1739148119
7944750142885,7949048.252712300785,USDT,1758617711
7942520124712,7947057.13048283923576,USDT,1760523011
7931950440916,7931478.0932672434522,USDT,1761674027
3000000000000000000000,7929090,WETH,1748423231
1584000000000000000000,7928390.50595856,wstETH,1760360819
2526612580250047261701,7917519.51210056060162933865,WETH,1752626795
7914277563640,7912394.6778648344076,USDC,1759330775
3000000000000000000000,7912320,WETH,1739149727
7907804214850,7906495.156940273731,USDC,1754815439
7904769156534,7904270.52369560583528,USDC,1741928903
7900590328939,7903339.734373470772,USDT,1759241075
3085420921187708026984,7902349.20913674592163115096,WETH,1747325375
7896205621796,7894152.60833433304,USDC,1758553751
7871707906616,7870349.17111423901224,USDC,1756718495
3098667345541455312558,7869716.44414508947185667818,WETH,1749471779
7862425688726,7863834.6354094196992,USDT,1754684831
