account,amountUSD,asset,id
0x60d2d94acb969ca54e781007ee89f04c1a2e5943,41736424.617062449812335395,WETH,0xfa2ec6b8550e3fa13cc478514afcff75799bfae272d4055ec0d702bc6edc0a5b0500000002000000
0x3edc842766cb19644f7181709a243e523be29c4c,41446811.05493964,WETH,0x9ac1f455498128114c8ce7b67ca4c8899ccf267a066681682f93f823bc2239326700000002000000
0xaf92e072cb195e7549f18ed99e72800f9203c72d,41366314.4484,WETH,0x97412b4048da8e010f0321e70d8a86252d7e31dc80cd4d7850a0290778b1e4ae1400000002000000
0x3edc842766cb19644f7181709a243e523be29c4c,41224000.26,WETH,0x534f3ebfb1a9bb19e697c479ad5c717d37ecbaf04e3db59800bfbe86287fc8e8b700000002000000
0xaf92e072cb195e7549f18ed99e72800f9203c72d,41133100,WETH,0x2fb3bab1f9ce8aebf24e93a2eea7b42c6a19a9171cfdba09e5d78205b977e63e1b00000002000000
0x58e70d8bed174643fb5f177e3f0ab2cfe689487d,40139260,WETH,0x6a969d74f7370b3ab815313e8a71ee70685cda7efcdb21713144dace6b5a251b6a02000002000000
0x28a55c4b4f9615fde3cdaddf6cc01fcf2e38a6b0,40043359.2,USDC,0x4a0741a2645f499730677b3e508684631b7fb66fceb0d1ce80184b94774cf988a101000002000000
0x50fc9731dace42caa45d166bff404bbb7464bf21,39999028,USDC,0x55fdf2589c2bc0706d651af1121fa34a8cc470337d60d16ba5a8f8b2ce6586fc5b02000002000000
0x6e9e81efcc4cbff68ed04c4a90aea33cb22c8c89,39996204.8,USDT,0xa8a2108c0d191b32a4d34c119c5e50914f665c2a7debc45a5a9d639b86228bde5401000002000000
0x7ee29373f075ee1d83b1b93b4fe94ae242df5178,39995600,USDC,0x13e04059a7bf7721913817a32675f75c3466bfd90b41eb96e44f29df88e1342cff01000002000000
0x50fc9731dace42caa45d166bff404bbb7464bf21,39994800,USDC,0x64deab3576bf8068708f11d9914df59d278ff59f0a0260a7037e9420aaa4bd7a2702000002000000
0x28a55c4b4f9615fde3cdaddf6cc01fcf2e38a6b0,39994542.8,USDC,0x6da819159396987535d98910a637446ac991b924f4a54a8af914f0fd435457cf3e02000002000000
0x517ce9b6d1fcffd29805c3e19b295247fcd94aef,39993030,USDT,0xad1cfbb719ba07b067d0c0f7828a8aa17b927557a75f59631a6c5a40583f5e479a02000002000000
0xe5c248d8d3f3871bd0f68e9c4743459c43bb4e4c,39993030,USDT,0x7839fe4f4c558d9da830fbc19a1dbe7b4953839129394bdb56e9ed00686556417000000002000000
0xe5c248d8d3f3871bd0f68e9c4743459c43bb4e4c,39993030,USDT,0x4fe69cf420f11befe049a7cb367213523fbaea82db3fa684e80995e0e669c8aa7900000002000000
0x28a55c4b4f9615fde3cdaddf6cc01fcf2e38a6b0,39992000,USDC,0xe2eaa5048eb1a1b44a63c08ec842181241ca0f88bbb444075cc39c3a4981f31b0505000002000000
0xfaf1358fe6a9fa29a169dfc272b14e709f54840f,39991823.2,USDT,0x382355b3f502eb05f88f449eb864c85ecef3d785c3001bc382e7727a74a7eb1ea102000002000000
0x741aa7cfb2c7bf2a1e7d4da2e3df6a56ca4131f3,39988222,USDC,0x1ba28300b4d809417d7499b3a66eca752e6659369119a48375b1a7db70dabedf3401000002000000
0xed0c6079229e2d407672a117c22b62064f4a4312,39986971.2,USDT,0x8cc78294ea2b2fb33ca34ea748a2f9b09ddab804fa42acad5f002968e2a859198501000002000000
0x741aa7cfb2c7bf2a1e7d4da2e3df6a56ca4131f3,39945852.4,USDT,0xcbff54b4e5bc971888422d7cd4cc213a42ee1275a63f23c045082aead6138d196402000002000000
0x9600a48ed0f931d0c422d574e3275a90d8b22745,39827798.410220023695798167905456,WETH,0x3be87aa0003685ec5f7140b6bfefba7dc75fb321c135774a1313605cf3a847fd5600000002000000
0xf0bb20865277abd641a307ece5ee04e79073416c,39608850,WETH,0x4b103a2a261704e6f395b12077b253ba1872ae93f54d6c7472e780608af9e4d13501000002000000
0x7c697d6cff279f3f9c2401d0ea2ac7e7ede0e2c3,38996999.73,USDC,0xa81b8c28be5a4b0c4c6891a69acf5e927c5748a669bd4e7bba25f60cadd3a66d1900000002000000
0x659195fb6c4d77cf116564cb6487d2effd60bce3,38106028.10957386629683827711336416,wstETH,0x628e101fc2f63a44a8e33e2f9a1368944df72af25367799771c083068ff19a212300000002000000
0x9600a48ed0f931d0c422d574e3275a90d8b22745,37553100,WETH,0x6932e116ba07e36f291e75d6c0abc44549f16f0c8b21d6d534e53528ffc49bb1d600000002000000
0xef417fce1883c6653e7dc6af7c6f85ccde84aa09,36599420,WETH,0x08aa0bd06768d8197ebd52495be0227960d0b77d0d2d6074caef927f71b61fca3a02000002000000
0x9600a48ed0f931d0c422d574e3275a90d8b22745,36321510.3131,WETH,0xddf030bf067c7fe8304dc238ca838c3f3fbfa3e219520dc4ed145b5d59192091f801000002000000
0xef417fce1883c6653e7dc6af7c6f85ccde84aa09,36158853.90766,WETH,0x28466abde5796c9f8c7b41ce656eb21d96d0b78431548e769383e94d6a443c543a03000002000000
0x3edc842766cb19644f7181709a243e523be29c4c,35742356.89446162037185,WETH,0x85819815af5936df86fdc1db17de1898312cabefcda9d0d6dd255f2cb54ffa75a000000002000000
0xf0bb20865277abd641a307ece5ee04e79073416c,35637281.8425,WETH,0x366625dd5417b7ac86b43422bb736b72f4e4f568b2574012bc3fd10c3b0f98255100000002000000
0x9600a48ed0f931d0c422d574e3275a90d8b22745,35549393.40501969491778772204,WETH,0xb56f61dff34bb06dacb8b665c5b766c2c923bd844aa65c57b04cff8344af5d702200000002000000
0x3edc842766cb19644f7181709a243e523be29c4c,35543421.89679576722672,WETH,0xc60de739d4aaddd5d2004c6bfcb694b832ba39b9559e22f43b2de637b3bb9b0a7f00000002000000
0x1be45fef92c4e2538fecd150757ed62b7b3757d7,34988817.15,USDC,0x14d5ac534efcac8632e2787502f6a67e17f7beed9d779bf21a159c4e5e3e75ca1d01000002000000
0xddc25c965443834179438c2eb30e70f34b854a04,34851918.98568327168,USDC,0xe3e192cf77027d6ddbbc5851b38557aa91acd947f2cec244aff060ca70104cdb0c00000002000000
0xf0bb20865277abd641a307ece5ee04e79073416c,34809710.8375,WETH,0x9c75ea10f02f56c6ef1d7ec0b32b14000bc0f76152eaa76d201949aa742dbd5c2600000002000000
0x9600a48ed0f931d0c422d574e3275a90d8b22745,34561200,WETH,0xd9fcc55b7b4c106bf00e0a1b856c4338294b14fc279dc56e667cb66b8e49ae5e2500000002000000
0xf0bb20865277abd641a307ece5ee04e79073416c,34374543.9625,WETH,0x447a87a3ea4e67b0055473600e79fc03c0b8ea7c62df7ca3dc59cfbd712d76467100000002000000
0xf0bb20865277abd641a307ece5ee04e79073416c,34374543.9625,WETH,0x447a87a3ea4e67b0055473600e79fc03c0b8ea7c62df7ca3dc59cfbd712d76465c00000002000000
0xf0bb20865277abd641a307ece5ee04e79073416c,34374543.9625,WETH,0x447a87a3ea4e67b0055473600e79fc03c0b8ea7c62df7ca3dc59cfbd712d76464700000002000000
0xf0bb20865277abd641a307ece5ee04e79073416c,34011638.05,WETH,0xa84f1f931110344a4769d5f41b8d771495cc24313cc46e6bc2e9227b40da2d0d4801000002000000
0xf0bb20865277abd641a307ece5ee04e79073416c,34011638.05,WETH,0xa84f1f931110344a4769d5f41b8d771495cc24313cc46e6bc2e9227b40da2d0d1a01000002000000
0x9600a48ed0f931d0c422d574e3275a90d8b22745,33906660,WETH,0xd5545c0827b2a7a4d47989ab9a3005fd411bed0c78ca09838c1f463eb405e3691500000002000000
0x9600a48ed0f931d0c422d574e3275a90d8b22745,33643274.4185903947162139557212,WETH,0xc966b08c080b78e43d063d5ab6ea0eab0fbfcf70724256fa1bada2fb0c0bbdc0c301000002000000
0x531e08e19e54ea655822d62f160e27af727b6e9f,33219929.6032318670305,USDC,0xd3e69efd0eaf8359a4bbba9832e48370802f26033c717fd308c376bdfd83ceaba100000002000000
0x08809e834721bd282b9a36028cf1af71892a275d,33021780,USDe,0x9562d8e245a3511afaaae7923820c42c701137a9a7d3ae16da66032b85726a5fee00000002000000
0x9600a48ed0f931d0c422d574e3275a90d8b22745,32834700,WETH,0x7952d7b9c4051298262980c5ebdfe818e596963d7414c6c0806a0ac9af5433ba0f00000002000000
0x58e70d8bed174643fb5f177e3f0ab2cfe689487d,32769491.1722,WETH,0x5283b8523b1d844bd4d8e3c9ca39c66127307c80f747aa2c0f28e939be81344a7a01000002000000
0xf0bb20865277abd641a307ece5ee04e79073416c,32296889.22151,WETH,0x44d1e209a67faa714d838d598ff590c63212487c5446d882d8f060940fddc47bb100000002000000
0xf0bb20865277abd641a307ece5ee04e79073416c,31997520,WETH,0x39f3e4f198e523cb981bb6ecaed3aeecaf4612525510a24305c4c619e1f7c0008d01000002000000
0x9600a48ed0f931d0c422d574e3275a90d8b22745,31988060,WETH,0xfe1b4c8053065f5ba72e5e38a7dcd824014a277e92e67a0cd8586772384999fc9600000002000000
0xb62cc6a5e4538d5590397f27408226af53ae3994,31550388.124304,WETH,0x1665fe6e7748912df71e475c6fd0ca07ab302f0366d5e508a926a18ae0666536ce00000002000000
0x9600a48ed0f931d0c422d574e3275a90d8b22745,31541655.583585260405394835162232,WETH,0xa65f1f9b5fa5b0bc1d3b3062301cb6cf157d1a8c2e46d63dcea7ae049ace386b2600000002000000
0x4f285bbcfed9140ea4c15feb3348b227f6f35bea,31538500,WETH,0xb9783435844a1f88b7db31c93c020cfc96b5c7de3a1107d98619fc24a2b55f426000000002000000
0x9600a48ed0f931d0c422d574e3275a90d8b22745,31375436,WETH,0x3c71e7c2e49602bd775063a37ee99592fa943119e5de359f1b45e0e8db50e8c4c800000002000000
0x33333aea097c193e66081e930c33020272b33333,31321285.40048,WETH,0x9ddda0d271d41c469c3a544e2ac269a27e62b14f29bebe3ed4be1e468f389fda3001000002000000
0x9600a48ed0f931d0c422d574e3275a90d8b22745,31306616.940530750631219544008736,WETH,0xc6f1c605b7036cd4bd519d5615406c99f2af48bff4f6e1224d3a4877e29d2d20a200000002000000
0x9600a48ed0f931d0c422d574e3275a90d8b22745,31250369.74718398885968064385,WETH,0x5d23041458981440d6a24558cf3931f414c024adab28be97f86293bb2fbd50654200000002000000
0x893aa69fbaa1ee81b536f0fbe3a3453e86290080,31198400,WETH,0xa45410cb32d82a2d87db2868ca735d977636d1dfbb75f056a872bc16d6cd4b80f300000002000000
0x7ee29373f075ee1d83b1b93b4fe94ae242df5178,31075063.01373970760128,USDT,0x54fa78b045b3cbddad15681b217f84745e7efe23fb097e5be5dd13197926ec37a503000002000000
0x9600a48ed0f931d0c422d574e3275a90d8b22745,30985107,WETH,0xdfafa2eb058c82b09e5373d363a0317618b90def5cd8883987093880dff56a494300000002000000
0x2c4fb358eadfe01184451a74bd0a3812e3da1c08,30984500,USDT,0xb2044b1cff68bfeeb8e0227b5a1142e24b5aa12708fb501c35db87826e76e0c3d002000002000000
0xddc25c965443834179438c2eb30e70f34b854a04,30654963.51189762048,USDC,0xa25ff59191b43d302264629d76c320ce29f922294fb4935974939ee30657ef813800000002000000
0x9600a48ed0f931d0c422d574e3275a90d8b22745,30217230,WETH,0x3589b0304f7c7f4f4adeea0425e1f781cf918622dd67e11ba80159aab19f3dca1800000002000000
0x9600a48ed0f931d0c422d574e3275a90d8b22745,30192911.96961,WETH,0x2a88ac62a648a9b3dd830855d23a7508e7ad5f6d59da8e5602186f8a6758230f4d00000002000000
0x96f49d0e9724dfd8780fa667ac37a993f005cb94,30015697.91,USDC,0xc437aaa88ad16ae8c8d71eaaa632e4de9b063d056da505ccc9a5854fe4acba5f5f01000002000000
0x90013e5fdd23ef161fb4154cfb239cb2a904b53b,29999400,USDT,0xe89be1399be5ef82b96190d9b43075cf19a81a6b4284c91d05913840c7ae2b391b00000002000000
0x85e05c10db73499fbdecab0dfbb794a446feeec8,29993700,USDC,0x9802706e3f325a8d4e0b235b1cb2b16ce18e94691b0eb7c19aaa579ceea99adc3600000002000000
0xfaf1358fe6a9fa29a169dfc272b14e709f54840f,29971412.4,USDT,0x8964c17b3fc468dc5a545e7145448e17b58081db4697ef8cc09be91fadb4402dca00000002000000
0xfaf1358fe6a9fa29a169dfc272b14e709f54840f,29971412.4,USDT,0x1c6a6931668672105a925d7795378a8b8093afb79694e8548959252bb1233dbd1c01000002000000
0x91eda28735ce089a8b5133476263c3fb8303c8ca,29941290.16,WETH,0x6ecfb2665e55ec0bea08946f57760ccf5e82b233977e12ac3f16462b997f533fdc00000002000000
0x9600a48ed0f931d0c422d574e3275a90d8b22745,29808840.66576528976273147606,WETH,0x0b81d0d57db38fb3f6b89f00b0c61c0ad079d75e57350a427f9849079cbcde992500000002000000
0x58e70d8bed174643fb5f177e3f0ab2cfe689487d,29258752.7943,WETH,0x4925260ed5f4b94a520313a2881dee771d69fbd5c4b4a29f8a5ee921503b28a1b100000002000000
0xc468315a2df54f9c076bd5cfe5002ba211f74ca6,29251021.14012633283162,USDT,0x5fcff853c01aa90d687d2fb20c3b2366b1a04d027a5bd3b6ed342cd7a311947ab902000002000000
0xf0bb20865277abd641a307ece5ee04e79073416c,29092880.9637,WETH,0x8a779fc4542b49735e064af957c34d8770904ec458d75b71b5f92dba3c2e91091b00000002000000
0x62e65900c592a77d41d141a094e1f0ab45a6138b,29046330.8,WETH,0x0238807f39f91e7676a160d27de2d3bbbcbb80666bc674fc2500243c1154ba46a800000002000000
0x33333aea097c193e66081e930c33020272b33333,29021172.1511208,WETH,0x8ca3602774a85360d9e094838e79ccfe5d39756d32a7ac6b9823a2e23f791aeea700000002000000
0x50fc9731dace42caa45d166bff404bbb7464bf21,28998840,USDC,0xf723f8e01fdcf4707b49f2d56d3bf1bd79f042d49e14d6453a7b83052e41833cff03000002000000
0xc468315a2df54f9c076bd5cfe5002ba211f74ca6,28904724.88543708715038,USDT,0x2c0a3ee975b0252c6e3c8d8b7bf75578d3939ade73ed4cea5e171af1f617f64f0e02000002000000
0xf0bb20865277abd641a307ece5ee04e79073416c,28874616.9285,WETH,0x447a87a3ea4e67b0055473600e79fc03c0b8ea7c62df7ca3dc59cfbd712d76468600000002000000
0xc468315a2df54f9c076bd5cfe5002ba211f74ca6,28862245.59776302574795,USDT,0xbdfecc57e702881e5664dbfee78dca6b3727652290b7e8b9e7afdb000a895bcb7e01000002000000
0xf0bb20865277abd641a307ece5ee04e79073416c,28729008.28764638627202659194783,WETH,0x42fcc8e0bd407771433744603bf474756c17cbf5055004c63d158c2bfdf2dcb7d701000002000000
